model,sample.id,experiment,chrom,contigStart,contigEnd,peaks,bases
PeakSegPipeline,McGill0058,H3K4me3,chr1,223797846,235192211,305,11394365
PeakSegPipeline,McGill0104,H3K4me3,chr1,223797846,235192211,283,11394365
PeakSegPipeline,McGill0059,H3K4me3,chr1,223797846,235192211,297,11394365
PeakSegPipeline,McGill0095,H3K4me3,chr1,223797846,235192211,262,11394365
PeakSegPipeline,McGill0102,H3K4me3,chr1,223797846,235192211,253,11394365
PeakSegPipeline,McGill0106,H3K4me3,chr1,223797846,235192211,251,11394365
PeakSegPipeline,McGill0107,H3K4me3,chr1,223797846,235192211,206,11394365
macs2.broad,McGill0106,H3K4me3,chr1,223797846,235192211,251,11394365
macs2.default,McGill0106,H3K4me3,chr1,223797846,235192211,406,11394365
macs2.broad,McGill0059,H3K4me3,chr1,223797846,235192211,252,11394365
macs2.default,McGill0059,H3K4me3,chr1,223797846,235192211,405,11394365
macs2.default,McGill0095,H3K4me3,chr1,223797846,235192211,345,11394365
macs2.broad,McGill0095,H3K4me3,chr1,223797846,235192211,232,11394365
macs2.default,McGill0091,H3K4me3,chr1,223797846,235192211,479,11394365
macs2.broad,McGill0091,H3K4me3,chr1,223797846,235192211,322,11394365
macs2.broad,McGill0107,H3K4me3,chr1,223797846,235192211,180,11394365
macs2.default,McGill0107,H3K4me3,chr1,223797846,235192211,257,11394365
macs2.broad,McGill0102,H3K4me3,chr1,223797846,235192211,271,11394365
macs2.broad,McGill0005,H3K4me3,chr1,223797846,235192211,189,11394365
macs2.default,McGill0005,H3K4me3,chr1,223797846,235192211,330,11394365
macs2.default,McGill0102,H3K4me3,chr1,223797846,235192211,454,11394365
macs2.default,McGill0037,H3K4me3,chr1,223797846,235192211,503,11394365
macs2.broad,McGill0037,H3K4me3,chr1,223797846,235192211,337,11394365
macs2.broad,McGill0003,H3K4me3,chr1,223797846,235192211,224,11394365
macs2.default,McGill0003,H3K4me3,chr1,223797846,235192211,312,11394365
macs2.broad,McGill0102,H3K36me3,chr1,223797846,235192211,399,11394365
macs2.default,McGill0102,H3K36me3,chr1,223797846,235192211,1222,11394365
macs2.broad,McGill0022,H3K4me3,chr1,223797846,235192211,256,11394365
macs2.default,McGill0022,H3K4me3,chr1,223797846,235192211,349,11394365
macs2.default,McGill0012,H3K4me3,chr1,223797846,235192211,504,11394365
macs2.broad,McGill0012,H3K4me3,chr1,223797846,235192211,343,11394365
macs2.broad,McGill0016,H3K4me3,chr1,223797846,235192211,204,11394365
macs2.default,McGill0016,H3K4me3,chr1,223797846,235192211,369,11394365
macs2.broad,McGill0036,H3K36me3,chr1,223797846,235192211,530,11394365
macs2.default,McGill0036,H3K36me3,chr1,223797846,235192211,1521,11394365
macs2.broad,McGill0002,H3K4me3,chr1,223797846,235192211,311,11394365
macs2.default,McGill0002,H3K4me3,chr1,223797846,235192211,458,11394365
macs2.broad,McGill0014,H3K4me3,chr1,223797846,235192211,212,11394365
macs2.default,McGill0014,H3K4me3,chr1,223797846,235192211,361,11394365
macs2.broad,McGill0036,H3K4me3,chr1,223797846,235192211,224,11394365
macs2.default,McGill0019,H3K4me3,chr1,223797846,235192211,468,11394365
macs2.broad,McGill0019,H3K4me3,chr1,223797846,235192211,262,11394365
macs2.broad,McGill0011,H3K4me3,chr1,223797846,235192211,152,11394365
macs2.default,McGill0011,H3K4me3,chr1,223797846,235192211,259,11394365
macs2.default,McGill0008,H3K4me3,chr1,223797846,235192211,283,11394365
macs2.broad,McGill0008,H3K4me3,chr1,223797846,235192211,159,11394365
macs2.default,McGill0036,H3K4me3,chr1,223797846,235192211,373,11394365
macs2.default,McGill0013,H3K4me3,chr1,223797846,235192211,330,11394365
macs2.broad,McGill0013,H3K4me3,chr1,223797846,235192211,201,11394365
macs2.default,McGill0009,H3K4me3,chr1,223797846,235192211,253,11394365
macs2.broad,McGill0009,H3K4me3,chr1,223797846,235192211,143,11394365
macs2.default,McGill0079,H3K4me3,chr1,223797846,235192211,397,11394365
macs2.broad,McGill0079,H3K4me3,chr1,223797846,235192211,261,11394365
macs2.broad,McGill0058,H3K4me3,chr1,223797846,235192211,215,11394365
macs2.broad,McGill0007,H3K4me3,chr1,223797846,235192211,106,11394365
macs2.broad,McGill0104,H3K4me3,chr1,223797846,235192211,220,11394365
macs2.broad,McGill0322,H3K4me3,chr1,223797846,235192211,185,11394365
macs2.default,McGill0322,H3K4me3,chr1,223797846,235192211,304,11394365
macs2.broad,McGill0025,H3K4me3,chr1,223797846,235192211,89,11394365
macs2.default,McGill0101,H3K4me3,chr1,223797846,235192211,443,11394365
macs2.broad,McGill0101,H3K4me3,chr1,223797846,235192211,286,11394365
macs2.default,McGill0104,H3K4me3,chr1,223797846,235192211,335,11394365
macs2.default,McGill0007,H3K4me3,chr1,223797846,235192211,144,11394365
PeakSegPipeline,McGill0322,H3K4me3,chr1,223797846,235192211,185,11394365
PeakSegPipeline,McGill0022,H3K4me3,chr1,223797846,235192211,318,11394365
PeakSegPipeline,McGill0001,H3K4me3,chr1,223797846,235192211,215,11394365
PeakSegPipeline,McGill0002,H3K4me3,chr1,223797846,235192211,315,11394365
PeakSegPipeline,McGill0079,H3K4me3,chr1,223797846,235192211,374,11394365
PeakSegPipeline,McGill0101,H3K4me3,chr1,223797846,235192211,344,11394365
PeakSegPipeline,McGill0019,H3K4me3,chr1,223797846,235192211,285,11394365
PeakSegPipeline,McGill0036,H3K4me3,chr1,223797846,235192211,306,11394365
PeakSegPipeline,McGill0037,H3K4me3,chr1,223797846,235192211,289,11394365
PeakSegPipeline,McGill0012,H3K4me3,chr1,223797846,235192211,344,11394365
PeakSegPipeline,McGill0013,H3K4me3,chr1,223797846,235192211,306,11394365
PeakSegPipeline,McGill0014,H3K4me3,chr1,223797846,235192211,284,11394365
PeakSegPipeline,McGill0016,H3K4me3,chr1,223797846,235192211,231,11394365
PeakSegPipeline,McGill0004,H3K4me3,chr1,223797846,235192211,141,11394365
PeakSegPipeline,McGill0005,H3K4me3,chr1,223797846,235192211,258,11394365
PeakSegPipeline,McGill0006,H3K4me3,chr1,223797846,235192211,121,11394365
PeakSegPipeline,McGill0007,H3K4me3,chr1,223797846,235192211,161,11394365
PeakSegPipeline,McGill0008,H3K4me3,chr1,223797846,235192211,234,11394365
PeakSegPipeline,McGill0009,H3K4me3,chr1,223797846,235192211,218,11394365
PeakSegPipeline,McGill0010,H3K4me3,chr1,223797846,235192211,101,11394365
PeakSegPipeline,McGill0011,H3K4me3,chr1,223797846,235192211,211,11394365
PeakSegPipeline,McGill0024,H3K4me3,chr1,223797846,235192211,190,11394365
PeakSegPipeline,McGill0025,H3K4me3,chr1,223797846,235192211,163,11394365
PeakSegPipeline,McGill0026,H3K4me3,chr1,223797846,235192211,126,11394365
PeakSegPipeline,McGill0027,H3K4me3,chr1,223797846,235192211,191,11394365
PeakSegPipeline,McGill0028,H3K4me3,chr1,223797846,235192211,148,11394365
macs2.broad,McGill0004,H3K4me3,chr1,223797846,235192211,78,11394365
macs2.broad,McGill0027,H3K4me3,chr1,223797846,235192211,113,11394365
macs2.default,McGill0027,H3K4me3,chr1,223797846,235192211,149,11394365
macs2.default,McGill0026,H3K4me3,chr1,223797846,235192211,81,11394365
macs2.broad,McGill0026,H3K4me3,chr1,223797846,235192211,67,11394365
macs2.default,McGill0028,H3K4me3,chr1,223797846,235192211,109,11394365
macs2.broad,McGill0028,H3K4me3,chr1,223797846,235192211,79,11394365
macs2.default,McGill0058,H3K4me3,chr1,223797846,235192211,375,11394365
macs2.default,McGill0025,H3K4me3,chr1,223797846,235192211,124,11394365
macs2.default,McGill0001,H3K4me3,chr1,223797846,235192211,149,11394365
macs2.broad,McGill0001,H3K4me3,chr1,223797846,235192211,120,11394365
macs2.default,McGill0024,H3K4me3,chr1,223797846,235192211,181,11394365
macs2.broad,McGill0024,H3K4me3,chr1,223797846,235192211,130,11394365
macs2.default,McGill0004,H3K4me3,chr1,223797846,235192211,106,11394365
macs2.default,McGill0013,H3K36me3,chr1,223797846,235192211,1913,11394365
macs2.broad,McGill0013,H3K36me3,chr1,223797846,235192211,582,11394365
macs2.broad,McGill0010,H3K4me3,chr1,223797846,235192211,49,11394365
macs2.default,McGill0010,H3K4me3,chr1,223797846,235192211,65,11394365
macs2.broad,McGill0012,H3K36me3,chr1,223797846,235192211,451,11394365
macs2.default,McGill0012,H3K36me3,chr1,223797846,235192211,1173,11394365
macs2.broad,McGill0022,H3K36me3,chr1,223797846,235192211,437,11394365
macs2.broad,McGill0023,H3K36me3,chr1,223797846,235192211,483,11394365
macs2.default,McGill0022,H3K36me3,chr1,223797846,235192211,1406,11394365
macs2.default,McGill0023,H3K36me3,chr1,223797846,235192211,1166,11394365
PeakSegPipeline,McGill0322,H3K36me3,chr1,223797846,235192211,51,11394365
PeakSegPipeline,McGill0022,H3K36me3,chr1,223797846,235192211,61,11394365
PeakSegPipeline,McGill0023,H3K36me3,chr1,223797846,235192211,51,11394365
PeakSegPipeline,McGill0001,H3K36me3,chr1,223797846,235192211,55,11394365
PeakSegPipeline,McGill0002,H3K36me3,chr1,223797846,235192211,52,11394365
PeakSegPipeline,McGill0079,H3K36me3,chr1,223797846,235192211,58,11394365
PeakSegPipeline,McGill0101,H3K36me3,chr1,223797846,235192211,54,11394365
PeakSegPipeline,McGill0104,H3K36me3,chr1,223797846,235192211,57,11394365
PeakSegPipeline,McGill0019,H3K36me3,chr1,223797846,235192211,52,11394365
PeakSegPipeline,McGill0036,H3K36me3,chr1,223797846,235192211,60,11394365
PeakSegPipeline,McGill0037,H3K36me3,chr1,223797846,235192211,57,11394365
PeakSegPipeline,McGill0012,H3K36me3,chr1,223797846,235192211,41,11394365
PeakSegPipeline,McGill0013,H3K36me3,chr1,223797846,235192211,57,11394365
PeakSegPipeline,McGill0016,H3K36me3,chr1,223797846,235192211,52,11394365
PeakSegPipeline,McGill0004,H3K36me3,chr1,223797846,235192211,56,11394365
PeakSegPipeline,McGill0005,H3K36me3,chr1,223797846,235192211,53,11394365
PeakSegPipeline,McGill0007,H3K36me3,chr1,223797846,235192211,46,11394365
PeakSegPipeline,McGill0008,H3K36me3,chr1,223797846,235192211,51,11394365
PeakSegPipeline,McGill0009,H3K36me3,chr1,223797846,235192211,57,11394365
PeakSegPipeline,McGill0011,H3K36me3,chr1,223797846,235192211,57,11394365
PeakSegPipeline,McGill0024,H3K36me3,chr1,223797846,235192211,58,11394365
PeakSegPipeline,McGill0025,H3K36me3,chr1,223797846,235192211,46,11394365
PeakSegPipeline,McGill0026,H3K36me3,chr1,223797846,235192211,53,11394365
PeakSegPipeline,McGill0027,H3K36me3,chr1,223797846,235192211,53,11394365
PeakSegPipeline,McGill0028,H3K36me3,chr1,223797846,235192211,45,11394365
PeakSegPipeline,McGill0029,H3K36me3,chr1,223797846,235192211,54,11394365
PeakSegPipeline,McGill0102,H3K36me3,chr1,223797846,235192211,58,11394365
PeakSegPipeline,McGill0106,H3K36me3,chr1,223797846,235192211,56,11394365
PeakSegPipeline,McGill0107,H3K36me3,chr1,223797846,235192211,54,11394365
macs2.broad,McGill0024,H3K36me3,chr1,223797846,235192211,304,11394365
macs2.broad,McGill0019,H3K36me3,chr1,223797846,235192211,577,11394365
macs2.default,McGill0005,H3K36me3,chr1,223797846,235192211,906,11394365
macs2.broad,McGill0005,H3K36me3,chr1,223797846,235192211,320,11394365
macs2.broad,McGill0079,H3K36me3,chr1,223797846,235192211,353,11394365
macs2.broad,McGill0322,H3K36me3,chr1,223797846,235192211,296,11394365
macs2.broad,McGill0106,H3K36me3,chr1,223797846,235192211,376,11394365
macs2.default,McGill0008,H3K36me3,chr1,223797846,235192211,1009,11394365
macs2.broad,McGill0008,H3K36me3,chr1,223797846,235192211,372,11394365
macs2.broad,McGill0011,H3K36me3,chr1,223797846,235192211,458,11394365
macs2.default,McGill0011,H3K36me3,chr1,223797846,235192211,1292,11394365
macs2.default,McGill0024,H3K36me3,chr1,223797846,235192211,948,11394365
macs2.broad,McGill0007,H3K36me3,chr1,223797846,235192211,269,11394365
macs2.default,McGill0004,H3K36me3,chr1,223797846,235192211,854,11394365
macs2.broad,McGill0004,H3K36me3,chr1,223797846,235192211,312,11394365
macs2.default,McGill0019,H3K36me3,chr1,223797846,235192211,1078,11394365
macs2.default,McGill0026,H3K36me3,chr1,223797846,235192211,928,11394365
macs2.default,McGill0106,H3K36me3,chr1,223797846,235192211,1156,11394365
macs2.broad,McGill0026,H3K36me3,chr1,223797846,235192211,331,11394365
macs2.broad,McGill0027,H3K36me3,chr1,223797846,235192211,320,11394365
macs2.broad,McGill0010,H3K36me3,chr1,223797846,235192211,141,11394365
macs2.broad,McGill0107,H3K36me3,chr1,223797846,235192211,317,11394365
macs2.default,McGill0007,H3K36me3,chr1,223797846,235192211,769,11394365
macs2.broad,McGill0002,H3K36me3,chr1,223797846,235192211,267,11394365
macs2.default,McGill0079,H3K36me3,chr1,223797846,235192211,908,11394365
macs2.default,McGill0009,H3K36me3,chr1,223797846,235192211,899,11394365
macs2.broad,McGill0009,H3K36me3,chr1,223797846,235192211,282,11394365
macs2.broad,McGill0104,H3K36me3,chr1,223797846,235192211,385,11394365
macs2.default,McGill0107,H3K36me3,chr1,223797846,235192211,860,11394365
macs2.default,McGill0104,H3K36me3,chr1,223797846,235192211,1181,11394365
macs2.default,McGill0027,H3K36me3,chr1,223797846,235192211,899,11394365
macs2.default,McGill0010,H3K36me3,chr1,223797846,235192211,177,11394365
macs2.default,McGill0002,H3K36me3,chr1,223797846,235192211,737,11394365
macs2.default,McGill0001,H3K36me3,chr1,223797846,235192211,686,11394365
macs2.broad,McGill0001,H3K36me3,chr1,223797846,235192211,248,11394365
macs2.broad,McGill0028,H3K36me3,chr1,223797846,235192211,252,11394365
macs2.default,McGill0028,H3K36me3,chr1,223797846,235192211,527,11394365
macs2.broad,McGill0101,H3K36me3,chr1,223797846,235192211,393,11394365
macs2.default,McGill0322,H3K36me3,chr1,223797846,235192211,948,11394365
macs2.default,McGill0101,H3K36me3,chr1,223797846,235192211,945,11394365
macs2.default,McGill0029,H3K36me3,chr1,223797846,235192211,1012,11394365
macs2.broad,McGill0029,H3K36me3,chr1,223797846,235192211,498,11394365
macs2.broad,McGill0025,H3K36me3,chr1,223797846,235192211,250,11394365
macs2.default,McGill0025,H3K36me3,chr1,223797846,235192211,626,11394365
macs2.broad,McGill0006,H3K36me3,chr1,223797846,235192211,73,11394365
macs2.default,McGill0006,H3K36me3,chr1,223797846,235192211,87,11394365
macs2.broad,McGill0267,H3K36me3,chr1,223797846,235192211,19,11394365
macs2.default,McGill0267,H3K36me3,chr1,223797846,235192211,19,11394365
macs2.broad,McGill0029,H3K4me3,chr1,223797846,235192211,69,11394365
macs2.default,McGill0029,H3K4me3,chr1,223797846,235192211,82,11394365
macs2.default,McGill0023,H3K4me3,chr1,223797846,235192211,106,11394365
macs2.broad,McGill0023,H3K4me3,chr1,223797846,235192211,79,11394365
PeakSegPipeline,McGill0023,H3K4me3,chr1,223797846,235192211,117,11394365
PeakSegPipeline,McGill0267,H3K4me3,chr1,223797846,235192211,140,11394365
PeakSegPipeline,McGill0029,H3K4me3,chr1,223797846,235192211,114,11394365
macs2.broad,McGill0006,H3K4me3,chr1,223797846,235192211,27,11394365
macs2.default,McGill0006,H3K4me3,chr1,223797846,235192211,37,11394365
macs2.broad,McGill0022,H3K36me3,chr1,235242211,248908210,309,13665999
macs2.default,McGill0022,H3K36me3,chr1,235242211,248908210,1062,13665999
macs2.broad,McGill0014,H3K4me3,chr1,235242211,248908210,118,13665999
macs2.default,McGill0014,H3K4me3,chr1,235242211,248908210,165,13665999
macs2.broad,McGill0079,H3K4me3,chr1,235242211,248908210,219,13665999
macs2.default,McGill0079,H3K4me3,chr1,235242211,248908210,313,13665999
macs2.broad,McGill0012,H3K4me3,chr1,235242211,248908210,191,13665999
macs2.default,McGill0012,H3K4me3,chr1,235242211,248908210,253,13665999
macs2.broad,McGill0002,H3K4me3,chr1,235242211,248908210,232,13665999
macs2.default,McGill0002,H3K4me3,chr1,235242211,248908210,346,13665999
macs2.broad,McGill0036,H3K4me3,chr1,235242211,248908210,118,13665999
macs2.default,McGill0036,H3K4me3,chr1,235242211,248908210,168,13665999
macs2.broad,McGill0013,H3K4me3,chr1,235242211,248908210,123,13665999
macs2.default,McGill0013,H3K4me3,chr1,235242211,248908210,173,13665999
macs2.broad,McGill0037,H3K4me3,chr1,235242211,248908210,150,13665999
macs2.default,McGill0037,H3K4me3,chr1,235242211,248908210,213,13665999
macs2.default,McGill0019,H3K4me3,chr1,235242211,248908210,195,13665999
macs2.broad,McGill0019,H3K4me3,chr1,235242211,248908210,134,13665999
macs2.default,McGill0015,H3K4me3,chr1,235242211,248908210,171,13665999
macs2.broad,McGill0015,H3K4me3,chr1,235242211,248908210,115,13665999
macs2.broad,McGill0267,H3K4me3,chr1,235242211,248908210,104,13665999
macs2.default,McGill0267,H3K4me3,chr1,235242211,248908210,134,13665999
macs2.default,McGill0016,H3K4me3,chr1,235242211,248908210,161,13665999
macs2.broad,McGill0016,H3K4me3,chr1,235242211,248908210,106,13665999
macs2.broad,McGill0022,H3K4me3,chr1,235242211,248908210,175,13665999
macs2.default,McGill0022,H3K4me3,chr1,235242211,248908210,214,13665999
PeakSegPipeline,McGill0022,H3K4me3,chr1,235242211,248908210,226,13665999
PeakSegPipeline,McGill0001,H3K4me3,chr1,235242211,248908210,129,13665999
PeakSegPipeline,McGill0002,H3K4me3,chr1,235242211,248908210,239,13665999
PeakSegPipeline,McGill0058,H3K4me3,chr1,235242211,248908210,288,13665999
PeakSegPipeline,McGill0079,H3K4me3,chr1,235242211,248908210,318,13665999
PeakSegPipeline,McGill0104,H3K4me3,chr1,235242211,248908210,215,13665999
PeakSegPipeline,McGill0019,H3K4me3,chr1,235242211,248908210,169,13665999
PeakSegPipeline,McGill0036,H3K4me3,chr1,235242211,248908210,185,13665999
PeakSegPipeline,McGill0037,H3K4me3,chr1,235242211,248908210,177,13665999
PeakSegPipeline,McGill0012,H3K4me3,chr1,235242211,248908210,211,13665999
PeakSegPipeline,McGill0013,H3K4me3,chr1,235242211,248908210,196,13665999
PeakSegPipeline,McGill0014,H3K4me3,chr1,235242211,248908210,166,13665999
PeakSegPipeline,McGill0016,H3K4me3,chr1,235242211,248908210,137,13665999
PeakSegPipeline,McGill0005,H3K4me3,chr1,235242211,248908210,163,13665999
macs2.broad,McGill0001,H3K4me3,chr1,235242211,248908210,91,13665999
macs2.default,McGill0001,H3K4me3,chr1,235242211,248908210,108,13665999
macs2.broad,McGill0104,H3K4me3,chr1,235242211,248908210,191,13665999
macs2.default,McGill0104,H3K4me3,chr1,235242211,248908210,311,13665999
macs2.broad,McGill0003,H3K4me3,chr1,235242211,248908210,161,13665999
macs2.default,McGill0003,H3K4me3,chr1,235242211,248908210,204,13665999
macs2.broad,McGill0058,H3K4me3,chr1,235242211,248908210,228,13665999
macs2.default,McGill0058,H3K4me3,chr1,235242211,248908210,367,13665999
macs2.broad,McGill0005,H3K4me3,chr1,235242211,248908210,126,13665999
macs2.default,McGill0005,H3K4me3,chr1,235242211,248908210,172,13665999
macs2.broad,McGill0101,H3K4me3,chr1,235242211,248908210,267,13665999
macs2.default,McGill0101,H3K4me3,chr1,235242211,248908210,424,13665999
macs2.default,McGill0037,H3K36me3,chr1,235242211,248908210,1144,13665999
macs2.broad,McGill0037,H3K36me3,chr1,235242211,248908210,348,13665999
macs2.default,McGill0016,H3K36me3,chr1,235242211,248908210,1271,13665999
macs2.broad,McGill0016,H3K36me3,chr1,235242211,248908210,411,13665999
PeakSegPipeline,McGill0091,H3K4me3,chr1,235242211,248908210,315,13665999
PeakSegPipeline,McGill0008,H3K4me3,chr1,235242211,248908210,141,13665999
PeakSegPipeline,McGill0011,H3K4me3,chr1,235242211,248908210,132,13665999
PeakSegPipeline,McGill0027,H3K4me3,chr1,235242211,248908210,108,13665999
PeakSegPipeline,McGill0102,H3K4me3,chr1,235242211,248908210,167,13665999
macs2.broad,McGill0091,H3K4me3,chr1,235242211,248908210,334,13665999
macs2.default,McGill0091,H3K4me3,chr1,235242211,248908210,467,13665999
macs2.broad,McGill0004,H3K4me3,chr1,235242211,248908210,61,13665999
macs2.broad,McGill0102,H3K4me3,chr1,235242211,248908210,226,13665999
macs2.default,McGill0008,H3K4me3,chr1,235242211,248908210,140,13665999
macs2.broad,McGill0008,H3K4me3,chr1,235242211,248908210,100,13665999
macs2.broad,McGill0011,H3K4me3,chr1,235242211,248908210,86,13665999
macs2.default,McGill0102,H3K4me3,chr1,235242211,248908210,387,13665999
macs2.default,McGill0106,H3K4me3,chr1,235242211,248908210,350,13665999
macs2.broad,McGill0106,H3K4me3,chr1,235242211,248908210,213,13665999
macs2.default,McGill0028,H3K4me3,chr1,235242211,248908210,71,13665999
macs2.broad,McGill0028,H3K4me3,chr1,235242211,248908210,51,13665999
macs2.default,McGill0011,H3K4me3,chr1,235242211,248908210,117,13665999
macs2.broad,McGill0009,H3K4me3,chr1,235242211,248908210,88,13665999
macs2.default,McGill0009,H3K4me3,chr1,235242211,248908210,126,13665999
macs2.default,McGill0004,H3K4me3,chr1,235242211,248908210,84,13665999
macs2.broad,McGill0095,H3K4me3,chr1,235242211,248908210,198,13665999
macs2.default,McGill0095,H3K4me3,chr1,235242211,248908210,294,13665999
macs2.broad,McGill0059,H3K4me3,chr1,235242211,248908210,229,13665999
macs2.default,McGill0059,H3K4me3,chr1,235242211,248908210,359,13665999
macs2.broad,McGill0036,H3K36me3,chr1,235242211,248908210,342,13665999
macs2.broad,McGill0011,H3K36me3,chr1,235242211,248908210,384,13665999
PeakSegPipeline,McGill0322,H3K36me3,chr1,235242211,248908210,31,13665999
PeakSegPipeline,McGill0022,H3K36me3,chr1,235242211,248908210,37,13665999
PeakSegPipeline,McGill0023,H3K36me3,chr1,235242211,248908210,29,13665999
PeakSegPipeline,McGill0001,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0002,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0079,H3K36me3,chr1,235242211,248908210,39,13665999
PeakSegPipeline,McGill0101,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0104,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0019,H3K36me3,chr1,235242211,248908210,34,13665999
PeakSegPipeline,McGill0036,H3K36me3,chr1,235242211,248908210,37,13665999
PeakSegPipeline,McGill0037,H3K36me3,chr1,235242211,248908210,37,13665999
PeakSegPipeline,McGill0013,H3K36me3,chr1,235242211,248908210,37,13665999
PeakSegPipeline,McGill0004,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0005,H3K36me3,chr1,235242211,248908210,33,13665999
PeakSegPipeline,McGill0007,H3K36me3,chr1,235242211,248908210,32,13665999
PeakSegPipeline,McGill0008,H3K36me3,chr1,235242211,248908210,33,13665999
PeakSegPipeline,McGill0009,H3K36me3,chr1,235242211,248908210,34,13665999
PeakSegPipeline,McGill0011,H3K36me3,chr1,235242211,248908210,36,13665999
PeakSegPipeline,McGill0024,H3K36me3,chr1,235242211,248908210,36,13665999
PeakSegPipeline,McGill0025,H3K36me3,chr1,235242211,248908210,30,13665999
PeakSegPipeline,McGill0026,H3K36me3,chr1,235242211,248908210,33,13665999
PeakSegPipeline,McGill0027,H3K36me3,chr1,235242211,248908210,34,13665999
PeakSegPipeline,McGill0028,H3K36me3,chr1,235242211,248908210,28,13665999
PeakSegPipeline,McGill0029,H3K36me3,chr1,235242211,248908210,34,13665999
PeakSegPipeline,McGill0102,H3K36me3,chr1,235242211,248908210,36,13665999
PeakSegPipeline,McGill0106,H3K36me3,chr1,235242211,248908210,36,13665999
PeakSegPipeline,McGill0107,H3K36me3,chr1,235242211,248908210,35,13665999
PeakSegPipeline,McGill0012,H3K36me3,chr1,235242211,248908210,28,13665999
PeakSegPipeline,McGill0016,H3K36me3,chr1,235242211,248908210,34,13665999
macs2.default,McGill0036,H3K36me3,chr1,235242211,248908210,1086,13665999
macs2.broad,McGill0019,H3K36me3,chr1,235242211,248908210,474,13665999
macs2.default,McGill0019,H3K36me3,chr1,235242211,248908210,1062,13665999
macs2.broad,McGill0013,H3K36me3,chr1,235242211,248908210,467,13665999
macs2.broad,McGill0104,H3K36me3,chr1,235242211,248908210,323,13665999
macs2.default,McGill0322,H3K36me3,chr1,235242211,248908210,1021,13665999
macs2.broad,McGill0322,H3K36me3,chr1,235242211,248908210,336,13665999
macs2.broad,McGill0079,H3K36me3,chr1,235242211,248908210,271,13665999
macs2.default,McGill0011,H3K36me3,chr1,235242211,248908210,966,13665999
macs2.broad,McGill0012,H3K36me3,chr1,235242211,248908210,328,13665999
macs2.broad,McGill0005,H3K36me3,chr1,235242211,248908210,272,13665999
macs2.default,McGill0008,H3K36me3,chr1,235242211,248908210,847,13665999
macs2.broad,McGill0008,H3K36me3,chr1,235242211,248908210,272,13665999
macs2.default,McGill0023,H3K36me3,chr1,235242211,248908210,825,13665999
macs2.broad,McGill0023,H3K36me3,chr1,235242211,248908210,379,13665999
macs2.default,McGill0013,H3K36me3,chr1,235242211,248908210,1464,13665999
macs2.default,McGill0102,H3K36me3,chr1,235242211,248908210,1122,13665999
macs2.broad,McGill0102,H3K36me3,chr1,235242211,248908210,401,13665999
macs2.default,McGill0012,H3K36me3,chr1,235242211,248908210,873,13665999
macs2.default,McGill0079,H3K36me3,chr1,235242211,248908210,758,13665999
macs2.default,McGill0104,H3K36me3,chr1,235242211,248908210,1104,13665999
macs2.broad,McGill0001,H3K36me3,chr1,235242211,248908210,231,13665999
macs2.default,McGill0026,H3K36me3,chr1,235242211,248908210,821,13665999
macs2.broad,McGill0026,H3K36me3,chr1,235242211,248908210,299,13665999
macs2.broad,McGill0025,H3K36me3,chr1,235242211,248908210,222,13665999
macs2.default,McGill0106,H3K36me3,chr1,235242211,248908210,1038,13665999
macs2.broad,McGill0106,H3K36me3,chr1,235242211,248908210,367,13665999
macs2.default,McGill0009,H3K36me3,chr1,235242211,248908210,799,13665999
macs2.broad,McGill0009,H3K36me3,chr1,235242211,248908210,237,13665999
macs2.broad,McGill0007,H3K36me3,chr1,235242211,248908210,219,13665999
macs2.default,McGill0024,H3K36me3,chr1,235242211,248908210,879,13665999
macs2.broad,McGill0024,H3K36me3,chr1,235242211,248908210,292,13665999
macs2.broad,McGill0002,H3K36me3,chr1,235242211,248908210,246,13665999
macs2.default,McGill0005,H3K36me3,chr1,235242211,248908210,767,13665999
macs2.broad,McGill0101,H3K36me3,chr1,235242211,248908210,418,13665999
macs2.default,McGill0004,H3K36me3,chr1,235242211,248908210,826,13665999
macs2.broad,McGill0004,H3K36me3,chr1,235242211,248908210,288,13665999
macs2.default,McGill0007,H3K36me3,chr1,235242211,248908210,644,13665999
macs2.default,McGill0025,H3K36me3,chr1,235242211,248908210,567,13665999
macs2.default,McGill0001,H3K36me3,chr1,235242211,248908210,634,13665999
macs2.default,McGill0027,H3K36me3,chr1,235242211,248908210,779,13665999
macs2.broad,McGill0027,H3K36me3,chr1,235242211,248908210,266,13665999
macs2.default,McGill0107,H3K36me3,chr1,235242211,248908210,852,13665999
macs2.broad,McGill0107,H3K36me3,chr1,235242211,248908210,301,13665999
macs2.default,McGill0101,H3K36me3,chr1,235242211,248908210,1145,13665999
macs2.default,McGill0002,H3K36me3,chr1,235242211,248908210,710,13665999
macs2.default,McGill0029,H3K36me3,chr1,235242211,248908210,1155,13665999
macs2.broad,McGill0029,H3K36me3,chr1,235242211,248908210,506,13665999
macs2.broad,McGill0028,H3K36me3,chr1,235242211,248908210,250,13665999
macs2.default,McGill0028,H3K36me3,chr1,235242211,248908210,484,13665999
